"priority","key","english","portuguese","do_not_translate","notes"
"3","logbook.row.qsl.eqslOnly","eQSL only — not accepted for DXCC/WAZ/WAS","","DXCC | eQSL | WAS | WAZ | DXCC/WAZ",""
"3","logbook.row.qsl.none","Not confirmed","","",""
"3","logbook.row.spot.title","Spot {{call}} to the DX cluster (pre-fills this QSO's call + frequency)","","{{call}} | QSO | DX",""
"3","logbook.row.spot.aria","Spot {{call}} to the DX cluster","","{{call}} | DX",""
"3","logbook.row.pushQrz.title","Push {{call}} to your QRZ logbook (re-push is safe — duplicates are detected)","","{{call}} | QRZ",""
"3","logbook.row.pushQrz.aria","Push {{call}} to QRZ","","{{call}} | QRZ",""
"3","logbook.row.pushClublog.title","Push {{call}} to ClubLog (re-push is safe — duplicates are detected)","","{{call}} | ClubLog",""
"3","logbook.row.pushClublog.aria","Push {{call}} to ClubLog","","{{call}} | ClubLog",""
"3","logbook.row.pushWrl.title","Send this QSO with {{call}} to World Radio League","","{{call}} | QSO",""
"3","logbook.row.pushWrl.aria","Push the QSO with {{call}} to World Radio League","","{{call}} | QSO",""
"3","logbook.push.wrl.ok","{{call}} sent to World Radio League","","{{call}}",""
"3","logbook.push.wrl.duplicate","World Radio League already has {{call}}","","{{call}}",""
"3","logbook.push.wrl.unavailable","World Radio League is busy — {{call}} will go on the next try","","{{call}}",""
"3","logbook.push.wrl.rejected","World Radio League refused {{call}}: {{reason}}","","{{call}} | {{reason}}",""
"3","logbook.push.wrl.failed","World Radio League push failed: {{detail}}","","{{detail}}",""
"3","logbook.row.pushHrdlog.title","Push {{call}} to HRDLog.net (live-logging/awards site — not an ARRL confirmation source; re-push is safe)","","{{call}} | HRDLog | ARRL",""
"3","logbook.row.pushHrdlog.aria","Push {{call}} to HRDLog.net","","{{call}} | HRDLog",""
"3","logbook.row.qslSent.title","Mark a QSL request sent to {{call}} (bureau/direct/electronic). A request is not a confirmation — the row stays here until it's confirmed.","","{{call}} | QSL",""
"3","logbook.row.qslSent.aria","Mark QSL sent to {{call}}","","{{call}} | QSL",""
"3","logbook.qsl.cardMarked","QSL card recorded for {{call}}","","{{call}} | QSL",""
"3","logbook.qsl.cardCleared","QSL card cleared for {{call}}","","{{call}} | QSL",""
"3","logbook.row.qslRcvd.card","Card received","","",""
"3","logbook.row.qslRcvd.clear","Card NOT received","","",""
"3","logbook.row.qslSent.clear","QSL NOT sent","","QSL",""
"3","logbook.row.qslSent.bureau","Bureau","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.row.qslSent.direct","Direct","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.row.qslSent.electronic","Electronic","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.row.edit","Edit {{call}}","","{{call}}",""
"3","logbook.row.delete","Delete {{call}}","","{{call}}",""
"3","logbook.qsl.via.bureau","bureau","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.qsl.via.direct","direct","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.qsl.via.electronic","electronic","","","One-word control on: Logbook view. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","logbook.qsl.sent","QSL sent","","QSL",""
"3","logbook.qsl.sentOn","QSL sent {{date}}","","{{date}} | QSL",""
"3","logbook.qsl.sentVia","QSL sent via {{via}}","","{{via}} | QSL",""
"3","logbook.qsl.sentOnVia","QSL sent {{date}} via {{via}}","","{{date}} | {{via}} | QSL",""
"3","logbook.qsl.marked","Marked QSL sent to {{call}} ({{via}})","","{{call}} | {{via}} | QSL",""
"3","logbook.qsl.sentCleared","QSL sent mark cleared for {{call}}","","{{call}} | QSL",""
"3","logbook.qsl.markFailed","Could not mark QSL sent","","QSL",""
"3","logbook.push.qrz.ok","✓ {{call}} pushed to QRZ logbook","","{{call}} | QRZ",""
"3","logbook.push.qrz.duplicate","✓ {{call}} already in your QRZ logbook (duplicate) — upload chain works","","{{call}} | QRZ",""
"3","logbook.push.qrz.rejected","✗ QRZ rejected {{call}}: {{reason}}","","{{call}} | {{reason}} | QRZ",""
"3","logbook.push.qrz.failed","✗ QRZ push failed: {{detail}}","","{{detail}} | QRZ",""
"3","logbook.push.clublog.ok","✓ {{call}} pushed to ClubLog","","{{call}} | ClubLog",""
"3","logbook.push.clublog.duplicate","✓ {{call}} already on ClubLog (duplicate) — upload chain works","","{{call}} | ClubLog",""
"3","logbook.push.clublog.rejected","✗ ClubLog rejected {{call}}: {{reason}}","","{{call}} | {{reason}} | ClubLog",""
"3","logbook.push.clublog.failed","✗ ClubLog push failed: {{detail}}","","{{detail}} | ClubLog",""
"3","logbook.push.hrdlog.ok","✓ {{call}} pushed to HRDLog.net","","{{call}} | HRDLog",""
"3","logbook.push.hrdlog.duplicate","✓ {{call}} already on HRDLog.net (duplicate) — upload chain works","","{{call}} | HRDLog",""
"3","logbook.push.hrdlog.unavailable","HRDLog.net unavailable — {{call}} not confirmed uploaded; try again later","","{{call}} | HRDLog",""
"3","logbook.push.hrdlog.rejected","✗ HRDLog.net rejected {{call}}: {{reason}}","","{{call}} | {{reason}} | HRDLog",""
"3","logbook.push.hrdlog.failed","✗ HRDLog.net push failed: {{detail}}","","{{detail}} | HRDLog",""
"3","logbook.delete.heading","Delete the QSO with {{call}} on {{band}}?","","{{call}} | {{band}} | QSO",""
"3","logbook.delete.body","This removes it from your log. This can't be undone.","","",""
"3","logbook.delete.confirm","Delete QSO","","QSO",""
"3","logbook.delete.failed","Could not delete the QSO","","QSO",""
"3","logbook.delete.done","Deleted {{call}}","","{{call}}",""
"3","logbook.globe.spin.stop.title","Stop the slow rotation","","",""
"3","logbook.globe.spin.start.title","Start the slow rotation","","",""
"3","logbook.globe.spin.pause","⏸ Spin","","","Short label on: Logbook view. The same English text ""⏸ Spin"" is used by 2 different keys (e.g. globe.spin.pause) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","logbook.globe.spin.play","▶ Spin","","","Short label on: Logbook view. The same English text ""▶ Spin"" is used by 2 different keys (e.g. globe.spin.play) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","logbook.globe.band.title","Grid squares are a per-band achievement (VUCC) — view one band's squares on their own","","VUCC",""
"3","logbook.globe.band.all","All bands","","","Short label on: Logbook view. The same English text ""All bands"" is used by 3 different keys (e.g. awards.grids.filter.all.label, settings.alerts.scope.all) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","logbook.globe.count.all::one","{{count}} grid square worked","","{{count}}","Plural form ""one"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"3","logbook.globe.count.all::other","{{count}} grid squares worked","","{{count}}","Plural form ""other"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"3","logbook.globe.count.band::one","{{count}} grid square on {{band}}","","{{count}} | {{band}}","Plural form ""one"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"3","logbook.globe.count.band::other","{{count}} grid squares on {{band}}","","{{count}} | {{band}}","Plural form ""other"" — this key has one row per form (::one = exactly 1, ::other = every other count). Fill both rows separately; never merge them into one sentence."
"3","roster.title","Stations","","","Short label on: station roster. The same English text ""Stations"" is used by 2 different keys (e.g. operate.panel.stations) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","roster.band.label","Band — calling CQ","","CQ",""
"3","roster.band.title","Call CQ and see open broadcasts on the band","","CQ",""
"3","roster.recents.aria","Recent conversations","","",""
"3","roster.recents.head","Recent chats","","",""
"3","roster.recents.open","Open conversation with {{call}}","","{{call}}",""
"3","roster.recents.offline","not heard recently","","",""
"3","roster.recents.archive.title","Delete this conversation","","",""
"3","roster.recents.archive.aria","Delete conversation with {{call}}","","{{call}}",""
"3","roster.onBandNow","On the band now","","",""
"3","roster.filter.aria","Station filter","","",""
"3","roster.filter.all","All","","","Short label on: station roster. The same English text ""All"" is used by 9 different keys (e.g. needed.filter.all, map.sats.filter.all, globe.sats.filter.all) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","roster.filter.heardNow","Heard now","","",""
"3","roster.filter.beaconing","Beaconing","","","One-word control on: station roster. Out of context this could be a noun or a verb — open that screen (or read the key name) before choosing the Portuguese word."
"3","roster.filter.needed","Needed","","","Short label on: station roster. The same English text ""Needed"" is used by 4 different keys (e.g. sat.schedule.column.needed, nav.needed.label, features.needed.label) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","roster.empty","No stations match.","","",""
"3","roster.countFiltered","of {{count}}","","{{count}}","Short label on: station roster. The same English text ""of {{count}}"" is used by 3 different keys (e.g. needed.countFiltered, spots.countFiltered) — each can take a different Portuguese word, so choose the one that fits THIS screen."
"3","roster.search.placeholder","Call or PA*…","","PA",""
